pair_id,chr,geneA,startA,endA,strandA,geneB,startB,endB,strandB,distance,species,no. of effective observations,BDP activity,,species,
3262,Chr3,LOC_OS03G63550,35897233,35899393,-,LOC_OS03G63554,35899556,35901799,+,163,rice,9972,0.103879797,,,
3263,Chr3,LOC_OS03G63670,35964861,35968404,-,LOC_OS03G63680,35968492,35970517,+,88,rice,10767,0.023229041,,,
3264,Chr3,LOC_OS03G63690,35970786,35973334,-,LOC_OS03G63700,35973550,35974651,+,216,rice,10449,-0.115323468,,,
3265,Chr3,LOC_OS03G63720,35979772,35982391,-,LOC_OS03G63730,35982552,35985822,+,161,rice,10440,0.723217038,,,
3266,Chr3,LOC_OS03G64310,36345554,36346953,-,LOC_OS03G64320,36347802,36358609,+,849,rice,9510,0.020844234,,,
3267,Chr3,LOC_OS03G64350,36376402,36381544,-,LOC_OS03G64360,36381707,36384500,+,163,rice,10617,-0.020867699,,,
3268,Chr4,LOC_OS04G02460,893646,894599,-,LOC_OS04G02470,895462,895989,+,863,rice,2415,0.381827397,,,
3269,Chr4,LOC_OS04G02870,1120524,1125013,-,LOC_OS04G02880,1125771,1126731,+,758,rice,8539,-0.183924232,,,
3270,Chr4,LOC_OS04G07590,4037451,4038926,-,LOC_OS04G07600,4039853,4042102,+,927,rice,2181,0.317690694,,,
3271,Chr4,LOC_OS04G10150,5483441,5484258,-,LOC_OS04G10160,5484768,5486773,+,510,rice,1906,0.42055802,,,
3272,Chr4,LOC_OS04G12499,6913245,6916224,-,LOC_OS04G12520,6916911,6923695,+,687,rice,4618,0.112156699,,,
3273,Chr4,LOC_OS04G15800,8586210,8588305,-,LOC_OS04G15820,8588650,8594339,+,345,rice,6708,-0.047699439,,,
3274,Chr4,LOC_OS04G16764,9134187,9135280,-,LOC_OS04G16770,9136121,9137288,+,841,rice,3633,0.692831396,,,
3275,Chr4,LOC_OS04G18790,10452265,10453725,-,LOC_OS04G18800,10453998,10454507,+,273,rice,3462,0.429935205,,,
3276,Chr4,LOC_OS04G19800,11060351,11062063,-,LOC_OS04G19810,11062499,11064084,+,436,rice,1863,0.578409025,,,
3277,Chr4,LOC_OS04G20210,11263895,11271570,-,LOC_OS04G20220,11272494,11286378,+,924,rice,10224,-0.064705418,,,
3278,Chr4,LOC_OS04G21580,12205409,12211067,-,LOC_OS04G21590,12211882,12213341,+,815,rice,1523,-0.208576258,,,
3279,Chr4,LOC_OS04G24319,13936564,13937522,-,LOC_OS04G24328,13937943,13939152,+,421,rice,1853,0.89235723,,,
3280,Chr4,LOC_OS04G24469,14039128,14040014,-,LOC_OS04G24478,14040508,14041461,+,494,rice,1848,0.923952512,,,
3281,Chr4,LOC_OS04G26880,15896545,15903693,-,LOC_OS04G26890,15904657,15905424,+,964,rice,1701,0.10635513,,,
3282,Chr4,LOC_OS04G27160,16047376,16048620,-,LOC_OS04G27170,16049333,16050621,+,713,rice,2358,0.520258585,,,
3283,Chr4,LOC_OS04G30870,18443611,18452124,-,LOC_OS04G30880,18452744,18456670,+,620,rice,1136,-0.094466779,,,
3284,Chr4,LOC_OS04G31040,18551238,18553801,-,LOC_OS04G31050,18554460,18559331,+,659,rice,8627,-0.409429588,,,
3285,Chr4,LOC_OS04G33110,20045882,20046919,-,LOC_OS04G33115,20047507,20048091,+,588,rice,3470,0.293812171,,,
3286,Chr4,LOC_OS04G33470,20245217,20249961,-,LOC_OS04G33480,20250089,20255825,+,128,rice,10688,0.33353384,,,
3287,Chr4,LOC_OS04G33620,20364171,20364754,-,LOC_OS04G33630,20365611,20369229,+,857,rice,3340,0.157367464,,,
3288,Chr4,LOC_OS04G33710,20411176,20411922,-,LOC_OS04G33720,20412315,20415242,+,393,rice,1986,0.553614505,,,
3289,Chr4,LOC_OS04G35480,21591640,21595329,-,LOC_OS04G35490,21595744,21597815,+,415,rice,1978,0.097913236,,,
3290,Chr4,LOC_OS04G35760,21792887,21795243,-,LOC_OS04G35770,21795403,21797246,+,160,rice,10160,0.015411573,,,
3291,Chr4,LOC_OS04G35864,21856902,21858679,-,LOC_OS04G35870,21858813,21863618,+,134,rice,6328,0.358530032,,,
3292,Chr4,LOC_OS04G36820,22229872,22230571,-,LOC_OS04G36830,22231245,22239010,+,674,rice,7299,-0.002702452,,,
3293,Chr4,LOC_OS04G37460,22314071,22316433,-,LOC_OS04G37470,22316817,22319418,+,384,rice,3758,-0.260787865,,,
3294,Chr4,LOC_OS04G37530,22337499,22339890,-,LOC_OS04G37540,22340794,22346494,+,904,rice,9735,0.084362122,,,
3295,Chr4,LOC_OS04G37590,22358725,22361576,-,LOC_OS04G37600,22362239,22367204,+,663,rice,4967,0.18533948,,,
3296,Chr4,LOC_OS04G39080,23226180,23228272,-,LOC_OS04G39090,23228941,23234980,+,669,rice,10520,0.138888637,,,
3297,Chr4,LOC_OS04G39660,23630050,23631990,-,LOC_OS04G39670,23632417,23635271,+,427,rice,6673,0.159417594,,,
3298,Chr4,LOC_OS04G40360,23992130,23998033,-,LOC_OS04G40370,23998827,24002250,+,794,rice,1491,-0.156785905,,,
3299,Chr4,LOC_OS04G40475,24052947,24054476,-,LOC_OS04G40490,24054885,24058958,+,409,rice,3340,0.305344275,,,
3300,Chr4,LOC_OS04G40740,24180681,24187263,-,LOC_OS04G40750,24187919,24188910,+,656,rice,5368,-0.068598459,,,
3301,Chr4,LOC_OS04G40840,24237082,24240761,-,LOC_OS04G40850,24240921,24243770,+,160,rice,10660,0.56974509,,,
3302,Chr4,LOC_OS04G41140,24399162,24402461,-,LOC_OS04G41150,24402658,24405107,+,197,rice,10239,-0.069764392,,,
3303,Chr4,LOC_OS04G41370,24538462,24541590,-,LOC_OS04G41380,24541955,24545637,+,365,rice,8640,0.800047287,,,
3304,Chr4,LOC_OS04G41920,24841303,24843711,-,LOC_OS04G41930,24844183,24845054,+,472,rice,9819,0.052263508,,,
3305,Chr4,LOC_OS04G42200,24971439,24972408,-,LOC_OS04G42210,24973156,24974134,+,748,rice,1082,0.047096353,,,
3306,Chr4,LOC_OS04G42490,25145877,25149607,-,LOC_OS04G42500,25150360,25152873,+,753,rice,9759,0.378601189,,,
3307,Chr4,LOC_OS04G42870,25372491,25374580,-,LOC_OS04G42880,25374638,25376829,+,58,rice,10289,0.156615101,,,
3308,Chr4,LOC_OS04G42900,25381717,25384946,-,LOC_OS04G42910,25385433,25388775,+,487,rice,3233,0.334690689,,,
3309,Chr4,LOC_OS04G43340,25631835,25636842,-,LOC_OS04G43350,25637067,25639424,+,225,rice,10362,-0.364200281,,,
3310,Chr4,LOC_OS04G43690,25855652,25860033,-,LOC_OS04G43700,25860364,25865216,+,331,rice,10322,0.357521249,,,
3311,Chr4,LOC_OS04G44540,26368688,26371832,-,LOC_OS04G44550,26372025,26375186,+,193,rice,10475,0.437576211,,,
3312,Chr4,LOC_OS04G44800,26524258,26528379,-,LOC_OS04G44810,26528479,26531710,+,100,rice,10522,0.236931069,,,
3313,Chr4,LOC_OS04G44900,26572700,26575257,-,LOC_OS04G44910,26576092,26578766,+,835,rice,10992,0.888321498,,,
3314,Chr4,LOC_OS04G45200,26716419,26719506,-,LOC_OS04G45210,26720072,26721360,+,566,rice,9540,0.561082453,,,
3315,Chr4,LOC_OS04G46370,27494465,27498017,-,LOC_OS04G46380,27498110,27498747,+,93,rice,9968,0.255786084,,,
3316,Chr4,LOC_OS04G46610,27633179,27637907,-,LOC_OS04G46620,27638052,27643893,+,145,rice,10446,-0.398312961,,,
3317,Chr4,LOC_OS04G46950,27836610,27838008,-,LOC_OS04G46960,27838693,27840786,+,685,rice,8848,-0.106772848,,,
3318,Chr4,LOC_OS04G47280,28071433,28074595,-,LOC_OS04G47290,28075558,28081240,+,963,rice,10279,0.105870826,,,
3319,Chr4,LOC_OS04G47400,28126890,28130289,-,LOC_OS04G47410,28131106,28136785,+,817,rice,4961,-0.119501366,,,
3320,Chr4,LOC_OS04G47500,28178730,28180009,-,LOC_OS04G47510,28180691,28181047,+,682,rice,1325,0.377945819,,,
3321,Chr4,LOC_OS04G48950,29194394,29197172,-,LOC_OS04G48960,29198024,29199914,+,852,rice,2489,-0.121868563,,,
3322,Chr4,LOC_OS04G49270,29412733,29416839,-,LOC_OS04G49280,29417620,29419001,+,781,rice,2778,0.446704629,,,
3323,Chr4,LOC_OS04G49520,29534884,29538538,-,LOC_OS04G49530,29538734,29542566,+,196,rice,10200,0.378156058,,,
3324,Chr4,LOC_OS04G49950,29790931,29797361,-,LOC_OS04G49954,29798220,29801756,+,859,rice,9864,0.160699892,,,
3325,Chr4,LOC_OS04G51270,30374681,30377085,-,LOC_OS04G51280,30377262,30379530,+,177,rice,10708,-0.097921604,,,
3326,Chr4,LOC_OS04G51640,30605827,30606831,-,LOC_OS04G51650,30607646,30607954,+,815,rice,1685,0.468321967,,,
3327,Chr4,LOC_OS04G51770,30678806,30681800,-,LOC_OS04G51780,30682174,30685313,+,374,rice,10846,0.225743727,,,
3328,Chr4,LOC_OS04G51796,30697527,30701645,-,LOC_OS04G51800,30702497,30710998,+,852,rice,3093,0.174907321,,,
3329,Chr4,LOC_OS04G52270,31063845,31068874,-,LOC_OS04G52280,31069545,31075601,+,671,rice,5375,0.165112154,,,
3330,Chr4,LOC_OS04G52290,31073380,31076344,-,LOC_OS04G52300,31076461,31077928,+,117,rice,10636,0.18533321,,,
3331,Chr4,LOC_OS04G52760,31412135,31416160,-,LOC_OS04G52770,31416378,31420192,+,218,rice,9704,0.285965168,,,
3332,Chr4,LOC_OS04G53520,31880493,31894575,-,LOC_OS04G53530,31895252,31900692,+,677,rice,10015,0.318442165,,,
3333,Chr4,LOC_OS04G53612,31959526,31961876,-,LOC_OS04G53620,31962539,31965307,+,663,rice,10545,-0.280877142,,,
3334,Chr4,LOC_OS04G54310,32336347,32337872,-,LOC_OS04G54320,32338417,32339536,+,545,rice,8563,0.170547182,,,
3335,Chr4,LOC_OS04G54330,32339069,32342426,-,LOC_OS04G54340,32342580,32348446,+,154,rice,10602,-0.030818996,,,
3336,Chr4,LOC_OS04G54380,32359202,32362652,-,LOC_OS04G54390,32362968,32365039,+,316,rice,8855,-0.005376294,,,
3337,Chr4,LOC_OS04G54560,32448490,32450325,-,LOC_OS04G54564,32450512,32451874,+,187,rice,9663,0.638067771,,,
3338,Chr4,LOC_OS04G54670,32523177,32530936,-,LOC_OS04G54680,32531424,32537198,+,488,rice,3831,0.826767424,,,
3339,Chr4,LOC_OS04G55680,33145372,33147203,-,LOC_OS04G55690,33147388,33150510,+,185,rice,9764,0.015022949,,,
3340,Chr4,LOC_OS04G56320,33575152,33579655,-,LOC_OS04G56330,33580318,33582347,+,663,rice,1383,-0.270232242,,,
3341,Chr4,LOC_OS04G56640,33774412,33777349,-,LOC_OS04G56646,33777470,33781131,+,121,rice,10627,0.2894999,,,
3342,Chr4,LOC_OS04G56760,33854398,33856555,-,LOC_OS04G56770,33856729,33859059,+,174,rice,8785,0.505437115,,,
3343,Chr4,LOC_OS04G56930,33943991,33946520,-,LOC_OS04G56939,33947295,33949761,+,775,rice,4977,0.149541636,,,
3344,Chr4,LOC_OS04G56950,33950221,33952563,-,LOC_OS04G56960,33953131,33954857,+,568,rice,1256,0.25148306,,,
3345,Chr4,LOC_OS04G57220,34087746,34090681,-,LOC_OS04G57230,34091609,34095419,+,928,rice,10521,-0.320524477,,,
3346,Chr4,LOC_OS04G57480,34201019,34205682,-,LOC_OS04G57490,34205994,34207906,+,312,rice,4430,0.005638132,,,
3347,Chr4,LOC_OS04G57780,34410425,34413187,-,LOC_OS04G57790,34413441,34415644,+,254,rice,10252,0.067251209,,,
3348,Chr4,LOC_OS04G57804,34422248,34423259,-,LOC_OS04G57810,34423523,34426383,+,264,rice,4761,0.231915246,,,
3349,Chr4,LOC_OS04G57920,34505717,34513336,-,LOC_OS04G57930,34513582,34515350,+,246,rice,10268,0.02539007,,,
3350,Chr4,LOC_OS04G58030,34564384,34566060,-,LOC_OS04G58040,34566792,34570003,+,732,rice,4405,0.322198242,,,
3351,Chr4,LOC_OS04G58340,34724306,34724776,-,LOC_OS04G58350,34725441,34730390,+,665,rice,8916,-0.10697974,,,
3352,Chr4,LOC_OS04G58680,34891819,34892196,-,LOC_OS04G58690,34892934,34898794,+,738,rice,3117,-0.037324037,,,
3353,Chr4,LOC_OS04G59310,35267097,35270270,-,LOC_OS04G59320,35270952,35276805,+,682,rice,4577,0.300609544,,,
3354,Chr4,LOC_OS04G59470,35358602,35359459,-,LOC_OS04G59480,35360056,35363520,+,597,rice,6034,0.074174887,,,
3355,Chr4,LOC_OS04G59560,35422986,35426837,-,LOC_OS04G59570,35426964,35429654,+,127,rice,10490,-0.349027735,,,
3356,Chr5,LOC_OS05G01180,140780,143130,-,LOC_OS05G01190,143838,147616,+,708,rice,10531,0.38553175,,,
3357,Chr5,LOC_OS05G01262,182375,184800,-,LOC_OS05G01270,185622,188487,+,822,rice,10768,-0.005111686,,,
3358,Chr5,LOC_OS05G01490,287362,290707,-,LOC_OS05G01500,291425,296877,+,718,rice,10093,0.122828592,,,
3359,Chr5,LOC_OS05G02050,599360,599710,-,LOC_OS05G02060,600302,603321,+,592,rice,9747,0.267993776,,,
3360,Chr5,LOC_OS05G02400,788617,791711,-,LOC_OS05G02410,791891,794673,+,180,rice,10441,0.623261485,,,
3361,Chr5,LOC_OS05G02880,1045877,1049365,-,LOC_OS05G02890,1050046,1052431,+,681,rice,10477,-0.127705958,,,
3362,Chr5,LOC_OS05G03590,1521685,1522928,-,LOC_OS05G03600,1523847,1529707,+,919,rice,1155,-0.277823991,,,
3363,Chr5,LOC_OS05G05200,2528904,2536253,-,LOC_OS05G05210,2536554,2540743,+,301,rice,10418,0.062699007,,,
3364,Chr5,LOC_OS05G05630,2798712,2803403,-,LOC_OS05G05640,2803691,2804985,+,288,rice,3936,0.698785434,,,
3365,Chr5,LOC_OS05G05840,2928122,2931982,-,LOC_OS05G05850,2932680,2933259,+,698,rice,3199,0.183964346,,,
3366,Chr5,LOC_OS05G05900,2962800,2963759,-,LOC_OS05G05910,2964526,2966688,+,767,rice,4115,0.641463694,,,
3367,Chr5,LOC_OS05G08410,4585199,4588999,-,LOC_OS05G08414,4589148,4591674,+,149,rice,10313,0.501015371,,,
3368,Chr5,LOC_OS05G09660,5455682,5461653,-,LOC_OS05G09670,5462334,5463074,+,681,rice,4014,0.025175934,,,
3369,Chr5,LOC_OS05G10620,5784141,5789560,-,LOC_OS05G10625,5790217,5791479,+,657,rice,9320,0.374177327,,,
3370,Chr5,LOC_OS05G13400,7442527,7443863,-,LOC_OS05G13410,7444527,7445943,+,664,rice,3656,0.420987261,,,
3371,Chr5,LOC_OS05G13950,7762075,7768326,-,LOC_OS05G13960,7768465,7770414,+,139,rice,10505,0.262404231,,,
3372,Chr5,LOC_OS05G23450,13411035,13413991,-,LOC_OS05G23460,13414162,13417106,+,171,rice,1644,0.40301955,,,
3373,Chr5,LOC_OS05G27940,16302689,16306135,-,LOC_OS05G27950,16306507,16310548,+,372,rice,10882,0.365878257,,,
3374,Chr5,LOC_OS05G28750,16861703,16862700,-,LOC_OS05G28760,16863402,16863737,+,702,rice,4775,0.091269172,,,
3375,Chr5,LOC_OS05G30130,17441559,17445927,-,LOC_OS05G30140,17446127,17453295,+,200,rice,10624,0.465252589,,,
3376,Chr5,LOC_OS05G31200,18147781,18150413,-,LOC_OS05G31210,18150624,18154725,+,211,rice,2315,0.425910342,,,
3377,Chr5,LOC_OS05G33020,19346026,19353385,-,LOC_OS05G33010,19353553,19357897,+,168,rice,10449,0.343692229,,,
3378,Chr5,LOC_OS05G33240,19488354,19490592,-,LOC_OS05G33260,19490677,19497600,+,85,rice,10701,0.386806791,,,
3379,Chr5,LOC_OS05G33290,19509973,19514162,-,LOC_OS05G33300,19514302,19517422,+,140,rice,10443,0.643648445,,,
3380,Chr5,LOC_OS05G33370,19600050,19605894,-,LOC_OS05G33380,19606728,19608916,+,834,rice,2719,-0.023900542,,,
3381,Chr5,LOC_OS05G33490,19671172,19677365,-,LOC_OS05G33500,19678142,19680147,+,777,rice,2945,0.185451885,,,
3382,Chr5,LOC_OS05G34800,20648285,20650530,-,LOC_OS05G34810,20651216,20651856,+,686,rice,5304,0.083589056,,,
3383,Chr5,LOC_OS05G35440,21049784,21054702,-,LOC_OS05G35444,21055247,21056954,+,545,rice,9615,-0.435428332,,,
3384,Chr5,LOC_OS05G36150,21427652,21431594,-,LOC_OS05G36160,21432457,21435725,+,863,rice,10498,0.278583297,,,
3385,Chr5,LOC_OS05G36210,21473960,21474333,-,LOC_OS05G36220,21475163,21477397,+,830,rice,1875,0.697513689,,,
3386,Chr5,LOC_OS05G37160,21711920,21715654,-,LOC_OS05G37170,21715716,21724565,+,62,rice,9954,0.028379361,,,
3387,Chr5,LOC_OS05G38210,22404290,22406227,-,LOC_OS05G38219,22406439,22412412,+,212,rice,8622,0.044863607,,,
3388,Chr5,LOC_OS05G38790,22755924,22758822,-,LOC_OS05G38800,22759059,22761884,+,237,rice,5781,0.091911489,,,
3389,Chr5,LOC_OS05G39140,22955313,22960812,-,LOC_OS05G39150,22961261,22964465,+,449,rice,8367,0.58611427,,,
3390,Chr5,LOC_OS05G40610,23818257,23819431,-,LOC_OS05G40620,23820381,23822094,+,950,rice,1458,0.653632206,,,
3391,Chr5,LOC_OS05G41100,24075593,24077884,-,LOC_OS05G41110,24078058,24079952,+,174,rice,10915,0.221328591,,,
3392,Chr5,LOC_OS05G41640,24378361,24381762,-,LOC_OS05G41645,24382439,24382876,+,677,rice,1501,0.023387191,,,
3393,Chr5,LOC_OS05G42030,24601986,24604931,-,LOC_OS05G42040,24605715,24607928,+,784,rice,1139,-0.036721096,,,
3394,Chr5,LOC_OS05G42110,24626346,24626852,-,LOC_OS05G42120,24627221,24629162,+,369,rice,10157,0.35204749,,,
3395,Chr5,LOC_OS05G42200,24674707,24676177,-,LOC_OS05G42210,24676774,24682628,+,597,rice,9182,0.33239224,,,
3396,Chr5,LOC_OS05G43290,25186795,25187735,-,LOC_OS05G43300,25188215,25193134,+,480,rice,1551,-0.237420613,,,
3397,Chr5,LOC_OS05G43350,25208828,25213651,-,LOC_OS05G43360,25214532,25217860,+,881,rice,2897,-0.115107737,,,
3398,Chr5,LOC_OS05G43960,25580132,25581765,-,LOC_OS05G43970,25582055,25586620,+,290,rice,1541,0.37061555,,,
3399,Chr5,LOC_OS05G44340,25803530,25807160,-,LOC_OS05G44350,25807630,25810952,+,470,rice,9850,-0.001274195,,,
3400,Chr5,LOC_OS05G44570,25927984,25935287,-,LOC_OS05G44580,25935429,25938896,+,142,rice,10380,0.607821678,,,
3401,Chr5,LOC_OS05G44792,26042952,26049426,-,LOC_OS05G44800,26049874,26052703,+,448,rice,4233,0.266619371,,,
3402,Chr5,LOC_OS05G45310,26288908,26291990,-,LOC_OS05G45320,26292353,26294783,+,363,rice,10433,0.338347844,,,
3403,Chr5,LOC_OS05G45500,26384795,26385716,-,LOC_OS05G45510,26385856,26387703,+,140,rice,4065,0.402224125,,,
3404,Chr5,LOC_OS05G45670,26467532,26469141,-,LOC_OS05G45680,26470041,26471198,+,900,rice,6711,0.645482517,,,
3405,Chr5,LOC_OS05G45760,26504419,26506627,-,LOC_OS05G45770,26507606,26510075,+,979,rice,10883,0.348222222,,,
3406,Chr5,LOC_OS05G46200,26794369,26801505,-,LOC_OS05G46210,26801659,26805314,+,154,rice,10580,0.298842213,,,
3407,Chr5,LOC_OS05G46270,26830170,26834200,-,LOC_OS05G46280,26834414,26835511,+,214,rice,10342,0.252405582,,,
3408,Chr5,LOC_OS05G48940,28071956,28076493,-,LOC_OS05G48950,28077326,28078527,+,833,rice,10461,0.272959467,,,
3409,Chr5,LOC_OS05G49220,28242004,28244772,-,LOC_OS05G49230,28245031,28249579,+,259,rice,10336,0.180465817,,,
3410,Chr5,LOC_OS05G49680,28489736,28493856,-,LOC_OS05G49684,28494186,28494891,+,330,rice,6537,0.184932434,,,
3411,Chr5,LOC_OS05G49910,28628860,28632192,-,LOC_OS05G49920,28633062,28635805,+,870,rice,10303,0.238609254,,,
3412,Chr5,LOC_OS05G50210,28774966,28779841,-,LOC_OS05G50220,28780055,28782813,+,214,rice,2084,-0.087191522,,,
3413,Chr5,LOC_OS05G50320,28837404,28837647,-,LOC_OS05G50330,28838409,28840833,+,762,rice,5940,0.244505109,,,
3414,Chr5,LOC_OS05G50420,28897434,28912195,-,LOC_OS05G50440,28912635,28919060,+,440,rice,9371,-0.068483775,,,
3415,Chr5,LOC_OS05G50710,29069226,29070559,-,LOC_OS05G50720,29071142,29072235,+,583,rice,10645,0.222269319,,,
3416,Chr5,LOC_OS05G50780,29129351,29131826,-,LOC_OS05G50790,29132047,29135068,+,221,rice,1626,0.484997393,,,
3417,Chr5,LOC_OS05G51020,29284540,29286852,-,LOC_OS05G51030,29287647,29289703,+,795,rice,3295,0.302068544,,,
3418,Chr5,LOC_OS05G51220,29379779,29381499,-,LOC_OS05G51230,29382085,29384538,+,586,rice,7453,0.143361046,,,
3419,Chr5,LOC_OS05G51640,29617739,29622958,-,LOC_OS05G51650,29623192,29624800,+,234,rice,9561,0.375996935,,,
3420,Chr5,LOC_OS05G51810,29748319,29749319,-,LOC_OS05G51820,29749747,29750525,+,428,rice,1456,0.030080276,,,
3421,Chr6,LOC_OS06G01195,141368,141820,-,LOC_OS06G01200,142308,146648,+,488,rice,7590,0.378620572,,,
3422,Chr6,LOC_OS06G01460,276707,282180,-,LOC_OS06G01470,282348,284950,+,168,rice,10473,-0.195229788,,,
3423,Chr6,LOC_OS06G01630,370059,375155,-,LOC_OS06G01640,375706,382683,+,551,rice,10503,0.148366251,,,
3424,Chr6,LOC_OS06G01670,398591,403494,-,LOC_OS06G01680,403722,410270,+,228,rice,10860,0.103982195,,,
3425,Chr6,LOC_OS06G01710,416531,420160,-,LOC_OS06G01720,420780,425167,+,620,rice,6852,0.207144079,,,
3426,Chr6,LOC_OS06G02100,623462,626095,-,LOC_OS06G02110,626258,628835,+,163,rice,4479,0.329400491,,,
3427,Chr6,LOC_OS06G02330,777222,779783,-,LOC_OS06G02340,779995,782325,+,212,rice,6934,0.089007133,,,
3428,Chr6,LOC_OS06G02420,832537,834915,-,LOC_OS06G02430,835596,839193,+,681,rice,10506,-0.023927986,,,
3429,Chr6,LOC_OS06G02930,1078047,1079053,-,LOC_OS06G02940,1079925,1080932,+,872,rice,6234,0.809028846,,,
3430,Chr6,LOC_OS06G03880,1564910,1565191,-,LOC_OS06G03890,1565577,1566225,+,386,rice,1332,0.327044365,,,
3431,Chr6,LOC_OS06G04190,1754351,1760884,-,LOC_OS06G04195,1761433,1762875,+,549,rice,6310,0.33378505,,,
3432,Chr6,LOC_OS06G04390,1876599,1880339,-,LOC_OS06G04399,1880536,1891125,+,197,rice,9343,0.111559041,,,
3433,Chr6,LOC_OS06G04600,2000610,2009076,-,LOC_OS06G04610,2009996,2015659,+,920,rice,10568,0.135045682,,,
3434,Chr6,LOC_OS06G04650,2028118,2030306,-,LOC_OS06G04660,2030467,2034813,+,161,rice,10393,-0.040536962,,,
3435,Chr6,LOC_OS06G05040,2222261,2228415,-,LOC_OS06G05050,2229206,2233267,+,791,rice,3576,0.234286721,,,
3436,Chr6,LOC_OS06G05100,2250559,2256639,-,LOC_OS06G05110,2256854,2261000,+,215,rice,10732,0.370359665,,,
3437,Chr6,LOC_OS06G05180,2320805,2329651,-,LOC_OS06G05190,2329883,2334474,+,232,rice,10302,0.496697495,,,
3438,Chr6,LOC_OS06G05250,2366602,2372121,-,LOC_OS06G05260,2372992,2374946,+,871,rice,1300,-0.159745639,,,
3439,Chr6,LOC_OS06G05355,2408803,2409432,-,LOC_OS06G05359,2410176,2418568,+,744,rice,9504,-0.056266293,,,
3440,Chr6,LOC_OS06G05650,2555567,2557663,-,LOC_OS06G05660,2558015,2562242,+,352,rice,10703,0.106932182,,,
3441,Chr6,LOC_OS06G05740,2589008,2592267,-,LOC_OS06G05750,2592555,2594478,+,288,rice,10485,0.18596119,,,
3442,Chr6,LOC_OS06G06040,2774437,2779879,-,LOC_OS06G06050,2780715,2785271,+,836,rice,10694,0.271651596,,,
3443,Chr6,LOC_OS06G06180,2861700,2863179,-,LOC_OS06G06190,2863411,2867706,+,232,rice,9881,0.380719774,,,
3444,Chr6,LOC_OS06G06410,2992045,2995594,-,LOC_OS06G06420,2995767,2997991,+,173,rice,9663,0.481527687,,,
3445,Chr6,LOC_OS06G06730,3154274,3158430,-,LOC_OS06G06740,3158656,3162646,+,226,rice,6648,0.154643089,,,
3446,Chr6,LOC_OS06G06820,3219079,3222414,-,LOC_OS06G06830,3222904,3228836,+,490,rice,3744,-0.295533906,,,
3447,Chr6,LOC_OS06G07000,3319111,3322612,-,LOC_OS06G07010,3322906,3327646,+,294,rice,10684,0.032486861,,,
3448,Chr6,LOC_OS06G07474,3588217,3595865,-,LOC_OS06G07480,3596001,3598293,+,136,rice,10046,0.321270357,,,
3449,Chr6,LOC_OS06G07570,3655069,3655534,-,LOC_OS06G07580,3656474,3657130,+,940,rice,4467,0.260490454,,,
3450,Chr6,LOC_OS06G07896,3875484,3878203,-,LOC_OS06G08005,3878852,3882839,+,649,rice,1276,0.246149567,,,
3451,Chr6,LOC_OS06G09830,5005409,5008058,-,LOC_OS06G09840,5008191,5010734,+,133,rice,10517,0.549416597,,,
3452,Chr6,LOC_OS06G10800,5636936,5637931,-,LOC_OS06G10810,5638272,5641660,+,341,rice,6857,-0.011228309,,,
3453,Chr6,LOC_OS06G12630,6890585,6895644,-,LOC_OS06G12640,6895777,6901079,+,133,rice,6760,0.343389686,,,
3454,Chr6,LOC_OS06G18130,10551638,10552442,-,LOC_OS06G18140,10553309,10555191,+,867,rice,2911,-0.0027969,,,
3455,Chr6,LOC_OS06G18900,10738692,10742348,-,LOC_OS06G18910,10743131,10744459,+,783,rice,6902,0.452900503,,,
3456,Chr6,LOC_OS06G20410,11725804,11734594,-,LOC_OS06G20420,11734893,11735333,+,299,rice,1046,-0.064904295,,,
3457,Chr6,LOC_OS06G23030,13439148,13439922,-,LOC_OS06G23040,13440852,13442506,+,930,rice,2539,0.227276595,,,
3458,Chr6,LOC_OS06G24240,14196594,14196962,-,LOC_OS06G24250,14197703,14198849,+,741,rice,2666,0.572513777,,,
3459,Chr6,LOC_OS06G30460,17597786,17609675,-,LOC_OS06G30470,17609797,17612796,+,122,rice,9897,-0.041351416,,,
3460,Chr6,LOC_OS06G30700,17797500,17811424,-,LOC_OS06G30710,17812058,17816172,+,634,rice,3050,0.032128867,,,
3461,Chr6,LOC_OS06G32580,18951374,18952736,-,LOC_OS06G32590,18953587,18954113,+,851,rice,7131,0.71781324,,,
3462,Chr6,LOC_OS06G34380,20008346,20009575,-,LOC_OS06G34390,20010528,20012036,+,953,rice,1683,-0.019337471,,,
3463,Chr6,LOC_OS06G35840,20910425,20914727,-,LOC_OS06G35850,20915614,20918497,+,887,rice,1836,0.205376272,,,
3464,Chr6,LOC_OS06G35910,20946144,20952748,-,LOC_OS06G35920,20953440,20954271,+,692,rice,1287,-0.167543827,,,
3465,Chr6,LOC_OS06G38770,23016236,23017252,-,LOC_OS06G38780,23017861,23020932,+,609,rice,7365,0.723503658,,,
3466,Chr6,LOC_OS06G39650,23547462,23549621,-,LOC_OS06G39660,23549713,23552682,+,92,rice,9420,0.387550776,,,
3467,Chr6,LOC_OS06G39708,23572435,23573961,-,LOC_OS06G39712,23574363,23575246,+,402,rice,9463,0.843025963,,,
3468,Chr6,LOC_OS06G40150,23898256,23899830,-,LOC_OS06G40160,23900369,23904502,+,539,rice,5816,0.345320266,,,
3469,Chr6,LOC_OS06G41590,24917130,24920288,-,LOC_OS06G41600,24920864,24921142,+,576,rice,6102,0.146234862,,,
